Timestamp,You are a:,How often do you use transit?,Why do you use transit?,What do you use transit to get to? ,Which route do you use most?,Which route do you use second-most?,Which route do you use third-most?,Where do you live?,Vancouver residents — which neighbourhood?,Where do you usually take the bus to?,How crowded is your most-used route?,How crowded is your second-most-used route?,How crowded is your third-most-used route?,How often is your bus late?,How often does a full bus skip your stop?,When do you usually catch the bus?,How satisfied are you with Vancouver transit?,How do you think your route could be improved?
1/30/2017 17:17:21,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work",Canada Line,480,43,Richmond,,UBC,5,1,1,3,1,8 a.m.-10 a.m.,3,More busses
1/30/2017 17:18:36,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work",41,43,480,City of Vancouver,Kerrisdale,UBC,7,6,6,2,3,10 a.m.-12 p.m.,3,A new Skytrain/LRT line
1/30/2017 17:18:58,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,41,43,480,City of Vancouver,Dunbar,UBC,10,10,10,5,8,"6 a.m.-8 a.m., 4 p.m.-6 p.m.",2,"More busses, Better drivers"
1/30/2017 17:20:14,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",33,41,Canada Line,City of Vancouver,Riley Park,UBC,7,7,8,8,2,"8 a.m.-10 a.m., 2 p.m.-4 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 17:21:31,UBC student,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,14,4,41,City of Vancouver,UBC,City of Vancouver (outside UBC),8,8,6,8,1,8 p.m.-10 p.m.,3,A new Skytrain/LRT line
1/30/2017 17:21:56,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",41,Canada Line,99,City of Vancouver,Kerrisdale,UBC,7,9,8,7,5,8 a.m.-10 a.m.,2,"More busses, A new Skytrain/LRT line"
1/30/2017 17:27:49,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",Canada Line,49,41,Richmond,,UBC,8,8,8,7,6,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",1,"More busses, A new Skytrain/LRT line"
1/30/2017 17:31:36,UBC student,A few times per month,Car is not available,Recreation/other,99,Canada Line,41,City of Vancouver,UBC,City of Vancouver (outside UBC),9,5,8,2,5,"10 a.m.-12 p.m., 4 p.m.-6 p.m.",2,More busses
1/30/2017 17:32:24,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",84,99,Canada Line,City of Vancouver,Mount Pleasant,UBC,8,5,5,7,2,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",2,More busses
1/30/2017 17:33:57,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,25,14,7,City of Vancouver,Dunbar,UBC,8,6,3,3,6,"6 a.m.-8 a.m., 8 a.m.-10 a.m.",4,More busses
1/30/2017 17:34:40,UBC student,A few times per month,Convenience,Recreation/other,25,99,Canada Line,City of Vancouver,UBC,City of Vancouver (outside UBC),4,1,4,3,2,4 p.m.-6 p.m.,3,More busses
1/30/2017 17:37:17,UBC student,A few times per month,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,Canada Line,Expo Line,16,City of Vancouver,UBC,City of Vancouver (outside UBC),6,6,2,9,2,"2 p.m.-4 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,A new Skytrain/LRT line
1/30/2017 17:38:35,Student elsewhere,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,99,22,14,City of Vancouver,Kitsilano,City of Vancouver (outside UBC),7,4,6,10,2,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,A new Skytrain/LRT line
1/30/2017 17:39:18,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",44,258,84,North or West Vancouver,,UBC,4,6,5,6,4,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 17:40:29,UBC student,A few times per week,"Convenience, No other options","School, Work, Recreation/other",C18,41,Canada Line,City of Vancouver,UBC,City of Vancouver (outside UBC),2,4,5,3,2,"8 a.m.-10 a.m., 2 p.m.-4 p.m.",4,"More busses, A new Skytrain/LRT line"
1/30/2017 17:40:35,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",14,Expo Line,20,City of Vancouver,Strathcona,UBC,8,8,5,5,8,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m.",3,"More busses, Better drivers"
1/30/2017 17:45:39,UBC student,Once per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,14,99,84,City of Vancouver,UBC,City of Vancouver (outside UBC),9,9,7,3,2,2 p.m.-4 p.m.,5,A new Skytrain/LRT line
1/30/2017 17:46:38,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,14,4,41,City of Vancouver,UBC,City of Vancouver (outside UBC),8,9,10,7,1,4 p.m.-6 p.m.,1,"More busses, Better drivers, A new Skytrain/LRT line, skytrain station at ubc ffs"
1/30/2017 17:47:03,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",41,2,Millennium Line,City of Vancouver,Dunbar,UBC,10,1,2,9,5,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 17:47:12,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, I have a car, but don't want to burn unnecessary gas.",School,480,41,43,City of Vancouver,Kerrisdale,UBC,4,6,7,4,1,10 a.m.-12 p.m.,4,A new Skytrain/LRT line
1/30/2017 17:50:41,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","Work, Recreation/other",44,Seabus,C18,City of Vancouver,UBC,North or West Vancouver,8,5,5,8,2,"2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",1,"More busses, A new Skytrain/LRT line"
1/30/2017 17:51:01,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",99,84,Canada Line,City of Vancouver,UBC,UBC,8,6,6,8,3,"12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,More busses
1/30/2017 17:51:42,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",49,26,43,City of Vancouver,Killarney,UBC,8,1,4,10,2,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m.",2,More busses
1/30/2017 17:52:04,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",99,8,14,City of Vancouver,Mount Pleasant,UBC,8,1,1,2,3,10 a.m.-12 p.m.,2,A new Skytrain/LRT line
1/30/2017 17:52:19,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,49,Canada Line,99,Elsewhere in the Lower Mainland,,UBC,5,7,7,7,2,6 a.m.-8 a.m.,3,"More busses, Better drivers, A new Skytrain/LRT line"
1/30/2017 17:52:51,UBC student,A few times per month,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,99,Canada Line,14,City of Vancouver,UBC,City of Vancouver (outside UBC),1,1,1,3,1,6 p.m.-8 p.m.,5,It's perfect as is
1/30/2017 17:55:52,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work",44,84,99,City of Vancouver,Hastings-Sunrise,UBC,5,5,3,4,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",4,More busses
1/30/2017 17:57:52,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,Canada Line,4,99,City of Vancouver,UBC,Elsewhere in the Lower Mainland,3,4,4,4,2,"6 a.m.-8 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., After 10 p.m.",4,More busses
1/30/2017 18:00:35,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",480,99,25,Surrey/Delta/Langley,,UBC,8,10,5,6,1,"8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",2,"More busses, Better drivers, A new Skytrain/LRT line"
1/30/2017 18:00:38,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,14,9,99,City of Vancouver,Point Grey,UBC,7,6,9,7,5,8 a.m.-10 a.m.,3,More busses
1/30/2017 18:02:46,UBC student,Multiple times per day,Convenience,"School, Recreation/other",99,9,14,City of Vancouver,Fairview,UBC,3,1,4,5,1,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",5,More busses
1/30/2017 18:04:11,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,Evergreen Line,Millennium Line,Expo Line,Coquitlam,,UBC,1,2,3,4,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",1,"More busses, Better drivers, A new Skytrain/LRT line"
1/30/2017 18:08:54,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",C18,49,Canada Line,City of Vancouver,UBC,City of Vancouver (outside UBC),5,5,5,6,2,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",5,"More busses, A new Skytrain/LRT line"
1/30/2017 18:13:12,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",99,Expo Line,C20,Surrey/Delta/Langley,,Surrey/Delta/Langley,5,4,3,2,1,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,Better drivers
1/30/2017 18:13:53,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,25,41,43,City of Vancouver,Renfrew-Collingwood,UBC,8,5,5,6,4,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 6 p.m.-8 p.m.",3,"More busses, MORE BUSSES AT 5PM"
1/30/2017 18:16:51,UBC student,Twice per day,Convenience,School,43,480,41,City of Vancouver,Kerrisdale,UBC,9,10,8,7,8,8 a.m.-10 a.m.,2,"More busses, Better drivers"
1/30/2017 18:17:11,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, Live far away","School, Work, Recreation/other",99,Millennium Line,Canada Line,Burnaby,,UBC,8,9,6,5,1,"6 a.m.-8 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",2,A new Skytrain/LRT line
1/30/2017 18:19:10,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",25,33,7,City of Vancouver,Dunbar,UBC,10,10,7,8,9,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 18:21:56,UBC student,Multiple times per day,Convenience,School,25,Millennium Line,14,City of Vancouver,Kensington-Cedar Cottage,UBC,7,3,6,5,1,6 a.m.-8 a.m.,3,"More busses, A new Skytrain/LRT line"
1/30/2017 18:22:49,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,49,Canada Line,480,Richmond,,UBC,9,9,9,7,4,"6 a.m.-8 a.m., 2 p.m.-4 p.m.",3,More busses
1/30/2017 18:24:10,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",49,Canada Line,16,City of Vancouver,Kerrisdale,UBC,10,8,8,10,8,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",1,"More busses, Better drivers, ON TIME."
1/30/2017 18:24:15,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,41,43,Canada Line,Kerrisdale,Kerrisdale,City of Vancouver (outside UBC),6,7,7,4,3,8 a.m.-10 a.m.,4,"More busses, Better drivers"
1/30/2017 18:28:02,UBC student,Multiple times per day,Have to get places but using transit is certainly not a convenience,"School, Work, Recreation/other",25,Canada Line,99,City of Vancouver,Mount Pleasant,UBC,10,4,9,10,10,8 a.m.-10 a.m.,2,"More busses, Better drivers, A new Skytrain/LRT line"
1/30/2017 18:32:39,UBC student,Once per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","Work, Recreation/other",99,44,14,City of Vancouver,UBC,City of Vancouver (outside UBC),4,10,3,3,7,"6 a.m.-8 a.m., 6 p.m.-8 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 18:35:49,UBC student,Multiple times per day,Convenience,"School, Work, Recreation/other",Expo Line,99,,Burnaby,,Burnaby,8,7,,5,1,"8 a.m.-10 a.m., 10 a.m.-12 p.m.",2,"More busses, A new Skytrain/LRT line"
1/30/2017 18:36:36,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",Canada Line,49,,Richmond,,Richmond,7,6,,7,6,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line, Would be nice to have transit officials around more to remind people to take off backpacks, move back on the bus, etc"
1/30/2017 18:37:46,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,West Coast Express,44,,Coquitlam,,UBC,1,1,,2,1,8 a.m.-10 a.m.,3,A new Skytrain/LRT line
1/30/2017 18:40:23,UBC student,Multiple times per day,Convenience,"School, Work, Recreation/other",84,99,Millennium Line,City of Vancouver,Mount Pleasant,UBC,8,9,6,9,7,10 a.m.-12 p.m.,2,"More busses, A new Skytrain/LRT line"
1/30/2017 18:40:38,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,14,4,UBC,UBC,City of Vancouver (outside UBC),7,4,4,7,7,"8 a.m.-10 a.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 18:41:49,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",15,49,43,City of Vancouver,Marpole,UBC,3,10,8,6,7,"6 a.m.-8 a.m., 12 p.m.-2 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 18:44:08,UBC student,Once per week,"International student, no car but living on campus. Transit is the only way to get around.","School, Recreation/other",14,99,4,City of Vancouver,UBC,UBC,5,3,5,3,2,"4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,More busses
1/30/2017 18:48:48,UBC student,A few times per week,dont have a car,"Work, Recreation/other",99,84,4,Schoo residence,UBC,City of Vancouver (outside UBC),8,6,7,3,3,"8 a.m.-10 a.m., 6 p.m.-8 p.m., After 10 p.m.",4,More busses
1/30/2017 18:49:17,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",4,84,7,City of Vancouver,Kitsilano,UBC,4,6,2,6,2,"10 a.m.-12 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,A new Skytrain/LRT line
1/30/2017 18:51:32,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",480,43,41,City of Vancouver,Marpole,UBC,9,6,3,6,7,6 a.m.-8 a.m.,3,More busses
1/30/2017 18:51:58,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,480,99,Canada Line,Richmond,,UBC,4,1,6,5,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",3,"More busses, Sometimes the bus heating is really excessively cranked up at the back of the bus and tbh I am Not Okay with that"
1/30/2017 18:53:40,UBC student,Multiple times per day,Convenience,"School, Recreation/other",Canada Line,41,49,Richmond,,UBC,10,2,8,8,5,"8 a.m.-10 a.m., 4 p.m.-6 p.m.",2,"More busses, Better drivers"
1/30/2017 18:57:18,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",99,Expo Line,43,Burnaby,,UBC,10,8,1,7,1,6 a.m.-8 a.m.,3,"More busses, Better drivers"
1/30/2017 18:59:50,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",Expo Line,99,96,City of Vancouver,UBC,Surrey/Delta/Langley,10,7,7,5,2,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m.",2,A new Skytrain/LRT line
1/30/2017 18:59:50,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,99,C20,14,City of Vancouver,UBC,City of Vancouver (outside UBC),4,1,2,3,1,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 8 p.m.-10 p.m.",5,More busses
1/30/2017 19:01:55,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,84,4,99,City of Vancouver,Kitsilano,UBC,9,1,4,9,1,8 a.m.-10 a.m.,3,More busses
1/30/2017 19:05:02,UBC student,Once per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Because the upass is included in tuition","School, Recreation/other",99,Canada Line,41,City of Vancouver,Fairview,UBC,6,4,6,3,2,"12 p.m.-2 p.m., 6 p.m.-8 p.m.",4,Better drivers
1/30/2017 19:07:00,UBC student,Multiple times per day,"Convenience, I don't have a license","School, Recreation/other",41,43,480,City of Vancouver,Kerrisdale,UBC,6,4,5,4,2,8 a.m.-10 a.m.,1,"More busses, Better drivers, A new Skytrain/LRT line"
1/30/2017 19:08:01,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,99,14,7,City of Vancouver,Point Grey,UBC,8,4,4,4,4,"8 a.m.-10 a.m., 12 p.m.-2 p.m.",4,A new Skytrain/LRT line
1/30/2017 19:08:35,UBC student,Twice per day,No license,"School, Work, Recreation/other",49,99,41,Richmond,,UBC,2,6,3,5,1,"10 a.m.-12 p.m., 4 p.m.-6 p.m.",2,"More busses, Busses arriving at scheduled times"
1/30/2017 19:11:50,UBC student,A few times per week,Convenience,School,43,49,41,City of Vancouver,Victoria-Fraserview,UBC,5,3,7,3,2,"4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 19:12:07,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,99,25,Millennium Line,City of Vancouver,Renfrew-Collingwood,UBC,8,5,1,4,2,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m.",1,"More busses, Better drivers, A new Skytrain/LRT line"
1/30/2017 19:14:37,Student elsewhere,Twice per day,Convenience,School,49,14,99,North or West Vancouver,UBC,Elsewhere in the Lower Mainland,6,7,8,8,1,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",3,Being on time
1/30/2017 19:14:40,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",43,41,Canada Line,City of Vancouver,Oakridge,UBC,9,8,6,7,7,"8 a.m.-10 a.m., 4 p.m.-6 p.m., After 10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/30/2017 19:15:29,UBC student,A few times per week,Convenience,Recreation/other,14,99,4,City of Vancouver,UBC,City of Vancouver (outside UBC),9,7,8,7,5,"6 a.m.-8 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 19:19:16,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",84,4,7,City of Vancouver,Kitsilano,UBC,9,7,7,5,8,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,More busses
1/30/2017 19:25:47,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",99,Millennium Line,25,City of Vancouver,Renfrew-Collingwood,UBC,9,10,7,6,5,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",3,More busses
1/30/2017 19:26:40,Vancouver resident (non-student),Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,258,44,,North or West Vancouver,,UBC,7,7,,3,3,"6 a.m.-8 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,"More busses, A new Skytrain/LRT line"
1/30/2017 19:32:31,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",Expo Line,99,84,Burnaby,,UBC,10,10,9,1,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",1,"More busses, A new Skytrain/LRT line"
1/30/2017 19:33:28,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",99,Canada Line,84,City of Vancouver,UBC,City of Vancouver (outside UBC),10,9,7,4,7,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",5,A new Skytrain/LRT line
1/30/2017 19:37:21,UBC student,Twice per day,Convenience,School,49,43,41,City of Vancouver,Victoria-Fraserview,UBC,8,7,6,5,6,6 a.m.-8 a.m.,3,More busses
1/30/2017 19:39:46,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,Evergreen Line,Millennium Line,84,Coquitlam,,UBC,1,1,1,4,1,"6 a.m.-8 a.m., 8 p.m.-10 p.m., After 10 p.m.",1,"More busses, A new Skytrain/LRT line"
1/30/2017 19:43:26,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",25,14,99,City of Vancouver,Dunbar,UBC,9,6,6,6,8,"10 a.m.-12 p.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 19:44:22,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,480,Canada Line,49,Richmond,,UBC,9,4,3,3,5,"6 a.m.-8 a.m., 4 p.m.-6 p.m.",3,More busses
1/30/2017 19:44:37,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",Canada Line,49,99,Richmond,,UBC,8,5,8,8,1,8 a.m.-10 a.m.,2,More busses
1/30/2017 19:55:46,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,99,14,Millennium Line,City of Vancouver,Point Grey,UBC,6,4,3,7,4,8 a.m.-10 a.m.,4,A new Skytrain/LRT line
1/30/2017 19:58:36,UBC student,Twice per day,Only mode of transportation to campus,School,Millennium Line,84,99,Coquitlam,,UBC,7,4,8,4,1,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,"More busses, Better drivers"
1/30/2017 20:01:54,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",9,Canada Line,99,City of Vancouver,South Cambie,City of Vancouver (outside UBC),4,7,7,5,5,"6 a.m.-8 a.m., 2 p.m.-4 p.m., After 10 p.m.",2,"More busses, A new Skytrain/LRT line"
1/30/2017 20:05:01,UBC student,A few times per week,Convenience,"School, Recreation/other",41,Canada Line,43,City of Vancouver,Oakridge,UBC,9,6,7,8,6,12 p.m.-2 p.m.,2,"More busses, A new Skytrain/LRT line"
1/30/2017 20:07:56,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",43,99,Expo Line,Burnaby,,UBC,6,8,5,7,2,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",4,A new Skytrain/LRT line
1/30/2017 20:10:08,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work",Expo Line,99,Millennium Line,Burnaby,,UBC,9,10,8,8,6,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",1,"More busses, Better drivers, A new Skytrain/LRT line"
1/30/2017 20:10:21,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",49,41,99,City of Vancouver,Kerrisdale,UBC,9,8,10,7,9,"8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., After 10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/30/2017 20:10:32,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,25,84,99,Burnaby,,UBC,1,5,8,2,1,8 a.m.-10 a.m.,2,"More busses, A new Skytrain/LRT line"
1/30/2017 20:10:39,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",Millennium Line,84,99,Surrey/Delta/Langley,UBC,Surrey/Delta/Langley,4,2,7,1,2,"4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",4,"It's perfect as is, My route is good at my usual time of the day, but it's pretty bad in the morning Langley to UBC 6:30~8:30, and by the way I live at UBC residence but go home most weekends, hence the living in Langley."
1/30/2017 20:12:59,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",25,2,99,City of Vancouver,Arbutus,UBC,8,2,9,6,6,"6 a.m.-8 a.m., 4 p.m.-6 p.m.",3,More busses
1/30/2017 20:13:37,UBC student,Multiple times per day,Convenience,"School, Recreation/other",43,100,49,City of Vancouver,Sunset,City of Vancouver (outside UBC),7,10,5,10,7,6 a.m.-8 a.m.,3,More busses
